anime_id,genre,type,episodes,rating,members
2797,"Action, Martial Arts, Shounen",OVA,3,7.18,2398
6379,"Comedy, Ecchi, School, Seinen",OVA,1,7.18,5553
7066,"Comedy, Ecchi, Romance, Sci-Fi",Special,2,7.18,5760
604,"Comedy, Drama, Magic, Music, Romance, Shoujo",TV,26,7.18,5991
2044,"Comedy, Fantasy, Magic, Romance, School, Sci-Fi, Shoujo",TV,52,7.18,5112
5030,"Comedy, Parody, School, Shoujo Ai",TV,12,7.18,104663
1110,"Adventure, Comedy, Magic, Romance, Shoujo",TV,39,7.18,19311
2279,"Adventure, Fantasy, Kids",Movie,1,7.18,1804
3059,"Adventure, Mecha, Sci-Fi, Shounen, Space",TV,43,7.18,1941
32603,"Comedy, Ecchi, Romance, School, Shounen",TV,12,7.17,37570
461,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,1,7.18,36558
1569,"Comedy, Drama, Romance, School",TV,12,7.18,42190
11009,"Adventure, Comedy, Fantasy, Kids",Movie,1,7.18,5158
34514,"Action, Adventure, Fantasy, Game, Kids",ONA,18,7.21,295
2369,"Fantasy, Mystery, Supernatural",TV,24,7.18,39806
20973,"Action, Comedy, Fantasy",TV,12,7.18,67877
938,"Action, Mecha, Sci-Fi, Shounen",OVA,4,7.18,2339
3138,"Comedy, Drama",Special,1,7.18,2641
6098,"Comedy, Romance, School, Slice of Life",TV,12,7.18,28652
10351,"Comedy, Sci-Fi, Shounen, Space",Special,1,7.18,3626
448,"Adventure, Drama, Martial Arts, Romance, Shounen, Supernatural",OVA,2,7.18,29039
7654,Drama,Special,1,7.18,4257
2470,"Action, Adventure, Drama, Sci-Fi, Space",Movie,1,7.18,2579
21439,"Comedy, Harem, Music, Romance, School, Shoujo",TV,13,7.18,27997
3486,"Action, Adventure, Mecha, Sci-Fi, Shounen",TV,47,7.18,1021
31080,"Comedy, School, Slice of Life",TV,12,7.17,32040
284,"Action, Drama, Military, Romance, Shounen",TV,12,7.17,7563
286,"Adventure, Mecha, Sci-Fi, Shounen",TV,25,7.17,5913
23237,Comedy,Special,7,7.17,20337
6217,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.17,1617
992,"Action, Comedy, Harem, Mecha, Sci-Fi, Shounen",TV,13,7.17,10636
19067,Game,TV,64,7.17,3417
2815,"Comedy, Kids",TV,52,7.17,869
2132,"Comedy, Ecchi, Magic, Romance, Supernatural",Movie,1,7.17,13115
5978,"Comedy, School, Shounen, Supernatural",Special,1,7.17,22155
3110,"Drama, Historical",TV,52,7.17,1414
17741,"Drama, Romance, Slice of Life",TV,12,7.17,63418
1436,"Action, Adventure, Comedy, Shounen",Special,1,7.17,3493
252,"Drama, Magic, Military, Mystery, Psychological, Shounen, Supernatural",TV,26,7.17,25995
10690,"Adventure, Magic",Movie,1,7.17,3433
4997,"Comedy, Ecchi, Military, Romance, Sci-Fi",Special,1,7.17,4236
33003,"Action, Fantasy, Supernatural, Thriller",TV,12,7.17,46024
442,"Adventure, Comedy, Drama, Historical, Shounen, Supernatural",Movie,1,7.17,120571
31404,"Comedy, Ecchi, Game, Romance, School",TV,12,7.17,137102
10302,"Action, Comedy, Fantasy, Kids",Special,2,7.17,5913
11569,"Fantasy, Magic, Music, Shoujo",OVA,1,7.17,1057
33713,"Action, Adventure, Comedy, Ecchi, Sci-Fi",Special,2,7.16,1509
17391,"Action, Comedy, Fantasy, Shounen",Special,4,7.17,10194
27441,"Comedy, Music",TV,12,7.17,32061
32038,"Comedy, Music",TV,12,7.17,8964
2586,"Drama, Mecha, Military, Sci-Fi",OVA,5,7.17,1761
1602,"Drama, Ecchi, Mecha, Military, Sci-Fi, Space",TV,13,7.17,14925
2011,"Action, Comedy, Police, Shounen",TV,20,7.17,2856
6312,"Action, Adventure, Comedy, Police",Special,1,7.17,1536
3137,"Adventure, Sports",TV,109,7.17,1650
1922,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,1,7.17,2897
30419,"Drama, Music",Movie,1,7.18,2555
548,"Action, Drama, Romance, Sci-Fi",Movie,1,7.17,23422
31588,"School, Seinen, Sports",TV,25,7.16,35461
7152,"Comedy, Magic, Shoujo",TV,50,7.16,3605
1051,"Action, Adventure, Mecha, Military, Sci-Fi",OVA,4,7.16,29487
1554,"Drama, Supernatural",TV,12,7.16,16909
751,"Action, Adventure, Comedy, Mystery, Sci-Fi, Shounen",TV,52,7.16,1876
3432,"Action, Adventure, Comedy, Mecha",TV,51,7.16,615
30383,"School, Sci-Fi",TV,13,7.16,55977
2913,"Adventure, Drama",TV,40,7.16,889
3033,"Adventure, Comedy, Sci-Fi, Shounen",Movie,1,7.16,14037
1803,"Action, Adventure, Comedy, Police, Sci-Fi",OVA,2,7.16,2038
16385,"Action, Adventure, Fantasy, Magic",TV,12,7.16,34576
1045,"Adventure, Comedy, Ecchi, Fantasy, Magic, Shounen",TV,12,7.16,13581
5267,"Adventure, Kids",TV,26,7.16,790
4476,"Adventure, Fantasy",OVA,1,7.16,2557
3327,"Adventure, Mecha, Sci-Fi",TV,26,7.16,1300
9723,"Action, Drama, Harem, Historical, Josei, Samurai, Supernatural, Vampire",Special,1,7.16,8025
1592,"Comedy, Drama, Romance, Seinen, Slice of Life",TV,11,7.16,13681
7728,"Action, Seinen, Supernatural, Vampire",Special,1,7.16,15097
20673,"Adventure, Fantasy, Romance",Movie,1,7.16,6970
1025,"Adventure, Comedy, Music, Sci-Fi, Slice of Life",TV,13,7.16,16111
2130,"Action, Comedy, Horror, Shounen, Supernatural, Vampire",TV,25,7.16,44825
33511,"Comedy, Shounen",Movie,1,7.14,13657
1434,"Action, Adventure, Comedy, Shounen",Special,1,7.16,3057
8097,"Adventure, Comedy, Shounen",Special,1,7.16,2685
8666,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",OVA,3,7.16,6941
620,"Drama, Fantasy, Horror, Mystery",TV,13,7.16,14073
7308,"Adventure, Drama, Sci-Fi",Movie,1,7.16,917
2298,"Action, Drama, Mecha, Sci-Fi",Special,1,7.16,9594
1688,"Magic, Romance, School",TV,12,7.16,16604
1209,"Action, Seinen, Sports",Movie,1,7.16,4545
2489,"Comedy, Fantasy, Magic",TV,52,7.16,3633
10108,Comedy,Special,16,7.16,14917
24211,"Comedy, Fantasy, Shoujo",TV,13,7.15,47157
325,"Drama, Romance, Shoujo, Slice of Life",TV,25,7.16,49508
1118,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,7.16,73253
23285,"Comedy, Kids, Slice of Life",ONA,1,7.16,3675
907,"Comedy, School, Shoujo",TV,12,7.16,38778
28617,"Comedy, Ecchi, Sci-Fi, Super Power, Supernatural",TV,12,7.16,93000
758,"Action, Drama, Mecha, Psychological, Romance, Sci-Fi",Movie,1,7.16,10524
151,"Action, Comedy, Ecchi, Sci-Fi, Shoujo Ai",OVA,3,7.16,10378
917,"Action, Cars, Police, Seinen",OVA,1,7.16,6547
22663,"Action, Fantasy, Harem, Romance, School, Supernatural",TV,12,7.16,97401
6974,"Comedy, Mystery, School, Sci-Fi, Supernatural",TV,13,7.16,65021
4021,"Comedy, Shoujo, Shounen Ai",TV,12,7.16,21937
5220,"Action, Drama, Sci-Fi",TV,24,7.16,38495
29027,"Action, Demons, Ecchi, Fantasy, Harem, Romance",OVA,1,7.16,33466
10775,"School, Shounen",Special,1,7.16,3276
2170,"Action, Mecha, Romance, Sci-Fi, Super Power, Supernatural",OVA,2,7.16,7691
876,"Adventure, Drama, Mystery, Shounen",TV,29,7.16,14002
760,"Adventure, Drama, Martial Arts, Romance, Shounen, Supernatural",Movie,1,7.16,15718
31370,"Comedy, Music, Shounen",TV,12,7.16,6342
343,"Comedy, Fantasy, Romance, Seinen, Vampire",TV,25,7.16,44874
2300,"Action, Mecha, Sci-Fi, Shounen",OVA,1,7.16,2432
20449,"Comedy, School, Slice of Life",OVA,1,7.16,39779
27655,"Action, Mecha, Sci-Fi, Space",TV,12,7.15,149364
9346,"Action, Shounen",TV,50,7.15,1337
17677,"Action, Drama, Sci-Fi",Movie,1,7.15,5078
16157,"Action, Comedy, Fantasy, Parody, Sci-Fi, Supernatural",TV,12,7.15,71901
3745,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.15,2073
291,"Comedy, Drama, Harem, Romance, Supernatural",TV,26,7.15,23364
29437,"Action, Comedy, Mystery, Police, Shounen",Special,1,7.15,1202
1726,"Action, Demons, Fantasy",TV,12,7.15,166398
2652,"Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.15,645
2950,"Kids, Slice of Life",Movie,1,7.15,12051
2819,"Action, Adventure, Fantasy, Shounen",TV,43,7.15,2104
1046,"Adventure, Comedy, Fantasy",TV,12,7.15,8004
16982,"Comedy, Harem, Parody, Romance, Shounen",TV,12,7.15,24044
2799,"Adventure, Romance, Shoujo",TV,47,7.15,2587
1020,"Action, Drama, Historical, Romance, Shoujo, Shounen Ai, Supernatural",OVA,3,7.15,6006
2891,Fantasy,OVA,1,7.15,11116
29785,"Comedy, Fantasy, Romance, School, Shounen, Supernatural",TV,13,7.15,88500
11299,"Action, Adventure, Comedy, Mecha, Shounen, Space",Special,1,7.15,683
3483,"Comedy, Drama, Romance",OVA,1,7.15,1458
32030,Music,Music,1,7.15,699
912,"Adventure, Shounen",TV,55,7.15,2424
32013,"Comedy, School, Slice of Life",TV,12,7.15,45778
31378,"Action, Drama, Shounen, Supernatural, Vampire",OVA,1,7.15,17815
1492,"Action, Martial Arts, Super Power",TV,26,7.15,6903
2000,"Comedy, Drama, Mecha, Sci-Fi",OVA,1,7.15,9358
11441,"Action, Drama, Historical, Samurai, Shounen",OVA,2,7.15,13795
22877,"Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Supernatural",TV,12,7.15,124448
8057,"Adventure, Comedy, Ecchi, Fantasy, Historical",TV,12,7.15,13089
2758,"Sci-Fi, Shounen, Sports",TV,52,7.15,432
29163,"Comedy, Slice of Life",TV,13,7.15,25707
8250,"Action, Drama, Mecha, Military, Sci-Fi",OVA,1,7.15,1590
3667,"Action, Ecchi, Magic, Military, Sci-Fi",TV,12,7.15,96159
2577,"Adventure, Drama, Historical, Slice of Life",TV,49,7.15,2322
3737,"Adventure, Comedy",TV,13,7.15,4675
28841,"Drama, Music",Movie,1,7.15,3560
1207,"Drama, Fantasy, Psychological, Romance, Shoujo",Movie,1,7.15,1835
48,"Adventure, Fantasy, Game, Magic, Mystery, Sci-Fi",TV,26,7.14,110304
7113,"Mecha, Sci-Fi",OVA,1,7.14,3963
230,"Action, Comedy, Martial Arts, Seinen",TV,27,7.14,22433
929,"Adventure, Mecha, Sci-Fi",TV,49,7.14,3694
32802,"Action, Game, Shounen",TV,24,7.14,2121
23991,"Action, Adventure, Demons, Game, Shounen",Movie,1,7.14,2336
8394,"Action, Adventure, Mecha, Sci-Fi, Shounen",TV,26,7.14,3496
13839,"Comedy, Mystery, Police, Shounen, Sports",OVA,1,7.14,4947
2355,"Demons, Horror, Sci-Fi, Supernatural",OVA,1,7.14,5858
900,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,7.14,52690
5152,"Action, Adventure, Comedy, Fantasy",Special,1,7.14,25251
30544,"Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Sci-Fi, Supernatural",TV,12,7.14,168657
383,"Comedy, Sci-Fi",TV,24,7.14,17601
4983,"Adventure, Comedy, Horror",Movie,1,7.14,9255
475,"Drama, Sci-Fi",Movie,1,7.14,3701
21653,"Action, Comedy, Harem, Mecha, Sci-Fi",OVA,1,7.14,28626
3638,"Adventure, Comedy",TV,52,7.14,1034
3616,"Action, Comedy, Ecchi, Super Power",TV,12,7.14,27761
10372,"Action, Seinen, Supernatural",TV,13,7.14,47665
7904,"Adventure, Drama, Fantasy, Historical, Slice of Life",TV,10,7.14,1386
10336,"Action, Adventure, Sci-Fi",TV,21,7.14,28616
1659,"Comedy, Drama, Fantasy, Magic",Special,9,7.14,4609
1696,"Action, Adventure, Fantasy",OVA,6,7.14,39377
2151,"Adventure, Fantasy, Kids",TV,52,7.14,2702
5520,"Comedy, Fantasy, Magic",TV,52,7.14,966
2805,"Comedy, Fantasy, Kids, Magic, Slice of Life",TV,78,7.14,472
524,"Comedy, Drama, Romance",OVA,1,7.14,22614
4742,Comedy,TV,16,7.14,567
6178,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,7.14,29668
1709,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Special,1,7.14,38638
2993,"Comedy, Ecchi, Fantasy, Harem, Romance, School, Shounen, Vampire",TV,13,7.14,299278
3493,Adventure,TV,21,7.14,3510
4650,"Action, Sci-Fi, Space",Special,1,7.14,4046
22687,"Action, Drama, Horror, Sci-Fi, Seinen, Space",TV,13,7.14,95964
19697,Comedy,Special,2,7.14,14807
10249,"Comedy, Parody",Special,2,7.14,20942
1225,"Action, Adventure, Demons, Fantasy, Horror, Romance",OVA,3,7.13,8892
58,"Adventure, Drama, Horror, Mecha, Military, Romance, Sci-Fi, Space",TV,26,7.13,40581
998,"Action, Adventure, Comedy, Demons, Drama, Ecchi, Horror, Mystery, Romance, Sci-Fi",TV,26,7.13,15194
2561,"Action, Adventure, Sci-Fi, Shounen",TV,52,7.13,1837
6202,"Adventure, Drama",Special,1,7.13,322
2206,"Comedy, Sci-Fi",Special,1,7.13,2208
16726,"Comedy, Fantasy",TV,12,7.13,1248
1022,"Action, Adventure, Comedy, Drama, Sci-Fi, Shounen",TV,12,7.13,5457
4765,"Action, Drama, Military, Sci-Fi",OVA,2,7.13,15785
2997,"Drama, Fantasy, Historical",Movie,1,7.13,1323
8630,"Action, Comedy, Romance, School",TV,12,7.13,171888
23425,Comedy,Special,11,7.13,4415
2335,"Action, Comedy, Fantasy, Martial Arts, Shounen",TV,52,7.13,5158
2403,"Comedy, Ecchi, School",TV,12,7.13,63348
8876,"Comedy, Ecchi, Seinen",OVA,2,7.13,57466
31815,"Fantasy, Magic, Shounen Ai",TV,4,7.13,9961
1384,"Action, Demons, Drama, Horror, Vampire",OVA,4,7.13,11019
1138,"Adventure, Comedy, Sci-Fi, Shounen",TV,52,7.13,30148
22071,"Comedy, Romance, Slice of Life",Special,1,7.13,19538
3656,"Action, Shounen Ai, Supernatural",TV,24,7.13,36517
3136,"Comedy, Magic, Parody",TV,46,7.13,1049
9798,"Adventure, Fantasy",Movie,1,7.13,1995
7695,"Action, Adventure, Fantasy, Kids",Movie,1,7.13,24575
10276,Comedy,Special,3,7.13,3010
10819,"Comedy, Martial Arts, Slice of Life",Special,1,7.13,2077
12137,"Psychological, Sci-Fi, Shounen Ai, Slice of Life",OVA,1,7.12,5769
1258,"Adventure, Sci-Fi, Shounen",Movie,1,7.13,8894
30649,"Comedy, Slice of Life",TV,26,7.14,1202
30363,"Action, Demons, Ecchi, Fantasy, Harem, Romance",TV,10,7.13,93293
33433,"Action, Historical, Military",TV,12,7.12,74026
2604,"Mecha, Military, Sci-Fi",TV,26,7.13,17115
12321,"Comedy, Historical, Seinen",TV,3,7.13,13444
6941,"Action, Adventure, Comedy, Shounen, Super Power",Special,1,7.13,4650
961,"Action, Adventure, Comedy, Martial Arts, Shounen",TV,35,7.13,3875
4773,"Action, Adventure, Fantasy, Magic, Mecha, Sci-Fi, Shounen, Space",TV,37,7.13,883
4094,"Action, Adventure, Martial Arts",OVA,6,7.12,15958
7366,"Drama, Romance, Sci-Fi, Shoujo",Movie,1,7.12,880
2124,"Action, Mecha, Military, School, Super Power",Special,2,7.12,23194
15037,"Horror, Mystery",OVA,4,7.12,126699
5071,"Action, Adventure, Comedy, Fantasy",TV,52,7.12,310
10418,"Action, Horror, Sci-Fi",OVA,1,7.12,78878
3561,"Adventure, Mecha, Sci-Fi, Shounen",TV,52,7.12,876
30988,"Comedy, Seinen",OVA,2,7.12,4122
507,"Comedy, Romance, Shoujo, Shounen Ai",OVA,2,7.12,22015
24457,"Comedy, School, Shounen, Sports",Special,5,7.13,1199
18097,"Shounen, Sports, Super Power",TV,43,7.11,9258
358,"Drama, Romance, Sci-Fi",OVA,6,7.12,18254
9041,"Action, Comedy, Harem, Mecha, Sci-Fi",TV,12,7.12,254543
10794,"Action, Comedy, Harem, Mecha, Sci-Fi",OVA,1,7.12,56577
4082,"Comedy, Horror, Supernatural",Special,1,7.12,7362
968,"Action, Comedy, Martial Arts, School, Shounen",TV,25,7.12,1895
20039,"Comedy, School",OVA,1,7.12,7171
5834,"Drama, Sports",TV,182,7.12,729
30896,Comedy,Special,1,7.13,1733
6182,"Drama, Historical, Romance",OVA,1,7.12,1120
1916,"Mecha, Military, Sci-Fi, Space",OVA,3,7.12,7862
1137,"Adventure, Drama, Fantasy, Sci-Fi, Shounen",TV,32,7.12,8722
2084,"Adventure, Comedy, Fantasy, Mecha, Shounen",TV,38,7.12,1056
6219,"Fantasy, Romance, Slice of Life",Movie,1,7.12,3523
32553,"Comedy, Harem, Romance, School, Shounen",OVA,2,7.12,17022
2570,"Comedy, Historical, Kids, School, Shoujo, Slice of Life",TV,26,7.12,1228
15807,"Comedy, Ecchi, School, Sports",OVA,1,7.12,10122
9716,"Action, Comedy, Samurai, Shounen",Special,1,7.12,3323
10592,"Action, Adventure, Sci-Fi, Shounen, Super Power",Movie,1,7.13,3108
31229,"Action, Comedy, Drama, Josei, Supernatural, Vampire",TV,12,7.12,73126
6344,"Action, Adventure, Drama, Horror, Supernatural",Special,1,7.12,9558
3332,Comedy,TV,35,7.12,1355
3574,"Action, Mystery, Police",OVA,2,7.12,17871
9673,Comedy,Special,25,7.12,3326
5298,"Fantasy, Game, Sci-Fi",Special,1,7.12,5176
4651,"Adventure, Comedy, Fantasy, Shoujo",TV,70,7.12,686
2810,"Drama, Historical, Kids, Shoujo",TV,39,7.11,2188
659,"Comedy, School, Slice of Life",Special,1,7.11,28941
27727,"Comedy, Magic, School, Slice of Life",TV,12,7.11,45873
9348,"Comedy, Slice of Life",Movie,1,7.11,401
18745,"Comedy, Josei, Slice of Life",OVA,1,7.11,18659
9200,"Adventure, Comedy, Historical",TV,26,7.11,452
1826,"Adventure, Fantasy, Kids",TV,65,7.11,10591
3312,"Comedy, Sci-Fi, Shounen, Slice of Life",TV,74,7.11,8735
903,"Action, Adventure, Comedy, Demons, Fantasy, Martial Arts, Shounen, Super Power",Movie,1,7.11,54947
30925,"Adventure, Sci-Fi",ONA,1,7.11,14786
10947,"Comedy, Mecha, Sci-Fi",Special,1,7.11,3444
32607,Slice of Life,TV,12,7.11,35072
10504,"Historical, Mystery, Shounen",Special,1,7.11,8792
14653,"Comedy, Harem, Parody, Shounen",TV,12,7.11,31435
6554,"Adventure, Kids",Special,1,7.11,806
2157,"Mecha, Sci-Fi",TV,13,7.11,3627
31233,"Action, Adventure, Comedy, Game, Parody",ONA,14,7.11,1762
1421,"Action, Adventure, Comedy, Mystery, Shounen",Special,1,7.11,2819
20141,"Action, Adventure, Comedy, Shounen",Special,1,7.11,2083
157,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural",TV,26,7.11,76253
796,"Adventure, Comedy, Fantasy, Magic, Shounen",Movie,1,7.11,826
3837,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",TV,45,7.11,956
521,"Adventure, Comedy, Magic, Romance, Shoujo",TV,52,7.11,32296
6946,"Comedy, Game, Parody, Seinen",OVA,3,7.11,8682
10659,"Action, Comedy, Martial Arts, Shounen, Super Power",Movie,1,7.11,25174
3424,"Drama, Historical, Kids, Slice of Life",TV,52,7.11,1335
941,"Comedy, Ecchi, Magic, Parody, Vampire",TV,12,7.11,17273
2713,"Action, Adventure, Game, Mecha, Sci-Fi, Shounen",TV,26,7.11,3224
11487,Music,Music,1,7.11,4014
23233,"Action, Demons, Ecchi, Fantasy, Harem, Romance",TV,12,7.11,172321
32105,"Action, Fantasy, Shounen, Supernatural",TV,50,7.11,128869
1857,"Drama, Sci-Fi",Special,2,7.11,1433
7014,"Drama, Historical, Military, Supernatural",Movie,1,7.11,4812
20969,"Drama, Historical, Supernatural",Movie,1,7.11,1468
27509,"Action, Comedy, Magic, Sci-Fi, Super Power",Special,1,7.11,5052
5955,"Comedy, Parody",Special,2,7.11,32949
3754,"Fantasy, Magic, Shoujo",TV,50,7.11,1009
3072,"Action, Adventure, Drama, Military, Sci-Fi, Space",Movie,1,7.11,1609
1514,"Comedy, Magic, Romance, Sci-Fi",OVA,6,7.11,4764
15933,"Action, Comedy, Fantasy, Mystery, Shounen Ai, Supernatural, Vampire",OVA,1,7.11,15114
5342,"Action, Mecha, Supernatural",TV,13,7.1,68608
596,"Comedy, Romance",Special,1,7.1,35513
1953,"Comedy, School, Slice of Life",Special,9,7.1,33004
930,"Drama, Mecha, Sci-Fi, Space",TV,39,7.1,5517
859,"Adventure, Comedy, Drama, Fantasy, Shounen",TV,48,7.1,41021
3032,"Adventure, Drama, Sci-Fi, Shounen",Movie,1,7.1,12676
2630,"Comedy, Kids, Sci-Fi, Shounen",Special,1,7.1,729
116,"Adventure, Comedy, Fantasy, Romance",TV,26,7.1,9289
18001,"Action, Drama, Ecchi, Harem, Martial Arts, Military, Romance, Sci-Fi, Seinen",TV,12,7.1,79298
13411,"Action, Drama, Sci-Fi, Super Power",OVA,1,7.1,51604
2389,"Action, Adventure, Sci-Fi, Shounen",TV,105,7.1,4802
33740,"Shounen, Super Power",Special,1,7.1,4371
11355,"Action, Fantasy, Shounen Ai, Super Power, Supernatural",OVA,1,7.1,12732
1184,"Adventure, Comedy, Drama, Sci-Fi, Shounen, Space",TV,26,7.1,9293
3484,"Comedy, Drama, Romance",Special,1,7.1,1672
3313,"Adventure, Comedy",TV,52,7.1,784
8234,"Adventure, Comedy, Fantasy, Slice of Life",TV,65,7.1,2090
1869,"Comedy, Drama, Music, Romance, Shoujo, Slice of Life",Special,3,7.1,11447
525,"Adventure, Drama, Fantasy, Historical",TV,26,7.1,10591
1122,"Action, Adventure, Comedy, Fantasy, Kids, Sci-Fi",Movie,1,7.1,45203
4026,"Action, Adventure, Fantasy, Kids",Movie,1,7.1,32654
6749,"Action, Music",Music,1,7.1,3826
10824,"Comedy, Martial Arts, Music, Slice of Life",OVA,1,7.1,1775
169,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire",TV,12,7.1,90713
342,"Drama, Military, Sci-Fi, Space",TV,13,7.1,9704
174,"Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power",TV,24,7.1,103449
5895,"Historical, Magic",Movie,1,7.1,332
1128,"Comedy, Romance, Sci-Fi",TV,12,7.1,6249
4415,"Adventure, Fantasy",TV,13,7.1,34732
1028,"Fantasy, Magic",Movie,1,7.09,6042
33254,"Adventure, Fantasy, Historical, Shounen",OVA,2,7.08,9823
3620,"Comedy, Parody",Special,14,7.09,1952
1014,"Comedy, Magic, Shoujo, Slice of Life",Special,2,7.09,3902
1311,"Comedy, Drama, Ecchi, Romance, Sci-Fi",Special,1,7.09,29986
4646,"Action, Adventure, Mecha, Sci-Fi, Space",OVA,4,7.09,2843
5031,"Action, Adventure, Sci-Fi, Space",OVA,2,7.09,2155
933,"Comedy, Magic, Supernatural",OVA,4,7.09,19555
32494,"School, Shounen, Sports",TV,24,7.09,49219
892,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power",Movie,1,7.09,25740
899,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,7.09,55789
5072,"Action, Mecha, Romance, Sci-Fi, Space",Special,1,7.09,6311
12225,"Comedy, Sci-Fi",Special,1,7.09,1205
2717,"Action, Adventure, Drama, Sci-Fi, Space",TV,24,7.09,2072
21431,"Drama, Mystery, Sci-Fi, Seinen",TV,13,7.09,159899
31368,Ecchi,Special,5,7.09,15055
32700,Music,Music,1,7.09,1626
24261,"Action, Adventure, Comedy, Fantasy, Shounen",OVA,1,7.09,20605
3807,"Drama, Historical, Romance, Shoujo",TV,20,7.09,979
3811,Adventure,TV,39,7.09,736
10934,"Comedy, Ecchi, Romance, Shounen, Supernatural, Vampire",OVA,1,7.09,13397
598,"Action, Drama, Mecha, Sci-Fi, Shounen",TV,13,7.09,5881
31670,"Adventure, Comedy, Mystery, Shounen",TV,13,7.09,1880
1457,"Action, Drama, Mecha, Music, Sci-Fi",OVA,15,7.09,7949
1573,"Action, Comedy, Drama, Ecchi, Fantasy, Horror, Magic, Shounen",TV,51,7.09,5936
7593,"Comedy, Ecchi, Harem, Romance, School, Seinen",TV,12,7.09,215361
4786,"Comedy, Ecchi, School",OVA,1,7.09,8228
17635,Romance,Special,6,7.09,7452
10720,Music,Music,1,7.09,1395
3653,"Action, Mecha, Sci-Fi",TV,24,7.09,30225
1435,"Action, Adventure, Comedy, Mystery, Shounen",Movie,1,7.09,4969
3654,"Comedy, Ecchi, Fantasy, Romance, School, Supernatural",TV,12,7.09,29401
4202,"Mystery, Slice of Life, Supernatural",Special,2,7.09,1331
4051,"Action, Adventure, Comedy, Kids, Sci-Fi, Shounen",TV,51,7.09,913
621,"Action, Comedy, Horror, Mystery, Vampire",TV,12,7.09,11143
6884,Fantasy,Special,2,7.09,34903
607,"Adventure, Comedy, Fantasy",TV,39,7.09,3847
3847,Fantasy,Movie,1,7.09,809
1104,"Comedy, Ecchi, Mecha, Romance, Sci-Fi",TV,13,7.09,4865
5307,"Adventure, Comedy, Sci-Fi, Space",TV,26,7.09,17574
10821,"Fantasy, Kids, Magic, Shoujo",Movie,1,7.09,2874
8348,"Mecha, Music",Music,7,7.09,13361
21781,"Romance, School, Shoujo",Special,1,7.09,6651
689,"Drama, Magic",Special,1,7.09,4385
28257,"Comedy, Kids, Supernatural",Movie,1,7.1,560
311,"Drama, Romance, School, Shoujo, Sports",TV,26,7.08,3945
3829,"Drama, Historical",Movie,1,7.08,3159
14913,"Action, Shounen",TV,29,7.09,987
4535,"Romance, School, Shoujo Ai",ONA,7,7.08,43338
21729,"Action, Adventure, Demons, Game, Shounen",TV,33,7.08,5900
1049,"Drama, Fantasy, Kids, Music",Movie,1,7.08,6524
32240,"Comedy, Ecchi, Military",Special,1,7.08,2188
3116,"Action, Kids, Shounen, Sports",TV,25,7.08,895
984,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",OVA,2,7.08,21043
1631,"Mecha, Sci-Fi",Special,1,7.08,8630
31056,"Comedy, Ecchi, Magic",Special,5,7.08,9949
30825,"Horror, Mystery, Supernatural",Special,1,7.08,2601
5534,"Romance, Slice of Life",TV,164,7.08,296
4876,"Action, Adventure, Historical",Movie,1,7.08,1932
20045,"Action, Comedy, Harem, Mecha, Sci-Fi",OVA,1,7.08,27030
5039,"Action, Drama, Historical, Horror, Romance, Sci-Fi, Vampire",TV,12,7.08,52145
1438,"Action, Adventure, Comedy, Shounen",Special,1,7.08,3006
2017,"Drama, Fantasy, Horror, Mystery",OVA,1,7.08,3552
20871,"Comedy, Fantasy, Shounen",Special,1,7.08,5123
162,"Comedy, Fantasy, Kids, Romance, School, Shounen",TV,26,7.08,16047
21027,"Drama, Psychological, Thriller",Movie,1,7.08,1747
3751,"Fantasy, Kids",Movie,1,7.08,926
8767,"Comedy, Romance, Sci-Fi, Shounen",Special,6,7.08,2233
30375,"Music, School, Slice of Life",TV,12,7.08,21032
33033,"Music, School, Slice of Life",OVA,2,7.08,2447
1584,"Comedy, Military, Sci-Fi",OVA,2,7.08,1876
1568,"Comedy, Martial Arts, Romance",TV,22,7.08,31385
3419,"Comedy, Ecchi, Martial Arts, Romance",Special,2,7.08,7082
2491,"Drama, Romance, Sports",Movie,1,7.08,1109
1925,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,1,7.08,2553
1843,"Drama, Military, Seinen",Special,1,7.08,1843
